timestamp,power,1/Toaster,2/TV,3/Microwave,5/Exhaust Fan,11/Heater
1.645401899E9,0.0,0,0,0,0,0
1.64518952E9,0.0,0,0,0,0,0
1.644975728E9,0.0,0,0,0,0,0
1.644757618E9,0.0,0,0,0,0,0
1.644537035E9,0.0,0,0,0,0,0
1.644313432E9,0.0,0,0,0,0,0
1.644085618E9,0.0,0,0,0,0,0
1.643854485E9,0.0,0,0,0,0,0
1.643618247E9,0.0,0,0,0,0,0
1.643382964E9,0.0,0,0,0,0,0
1.643139017E9,0.0,0,0,0,0,0
1.64289456E9,0.0,0,0,0,0,0
1.642643995E9,0.0,0,0,0,0,0
1.642394459E9,0.0,0,0,0,0,0
1.642136454E9,0.0,0,0,0,0,0
1.641877799E9,0.0,0,0,0,0,0
1.641612172E9,0.0,0,0,0,0,0
1.64134657E9,0.0,0,0,0,0,0
1.641076332E9,0.0,0,0,0,0,0
1.640805402E9,0.0,0,0,0,0,0
1.640528791E9,0.0,0,0,0,0,0
1.640246129E9,0.0,0,0,0,0,0
1.639963022E9,0.0,0,0,0,0,0
1.639673221E9,0.0,0,0,0,0,0
1.639381806E9,0.0,0,0,0,0,0
1.639087874E9,0.0,0,0,0,0,0
1.638789485E9,0.0,0,0,0,0,0
1.638484335E9,0.0,0,0,0,0,0
1.638176559E9,0.0,0,0,0,0,0
1.637870501E9,0.0,0,0,0,0,0
1.637559418E9,0.0,0,0,0,0,0
1.637245642E9,0.0,0,0,0,0,0
1.636927499E9,0.0,0,0,0,0,0
1.636606612E9,0.0,0,0,0,0,0
1.636282517E9,0.0,0,0,0,0,0
1.635951763E9,0.0,0,0,0,0,0
1.635618667E9,0.0,0,0,0,0,0
1.635281162E9,0.0,0,0,0,0,0
1.634941598E9,0.0,0,0,0,0,0
1.63459594E9,0.0,0,0,0,0,0
1.634245602E9,0.0,0,0,0,0,0
1.633895418E9,0.0,0,0,0,0,0
1651343730,4.09,0,0,0,0,0
1.651342653E9,8.09,0,0,0,0,0
1.651338734E9,8.09,0,0,0,0,0
1.651329137E9,0.0,0,0,0,0,0
1.651321694E9,0.0,0,0,0,0,0
1.651306803E9,0.0,0,0,0,0,0
1.65128925E9,0.0,0,0,0,0,0
1.651269424E9,0.0,0,0,0,0,0
1.65124152E9,0.0,0,0,0,0,0
1.651214255E9,0.0,0,0,0,0,0
1.651181576E9,0.0,0,0,0,0,0
1.651145755E9,0.0,0,0,0,0,0
1.651103928E9,0.0,0,0,0,0,0
1.651061288E9,0.0,0,0,0,0,0
1.651017421E9,0.0,0,0,0,0,0
1.650969036E9,0.0,0,0,0,0,0
1.650914139E9,0.0,0,0,0,0,0
1.65085791E9,0.0,0,0,0,0,0
1.650797323E9,0.0,0,0,0,0,0
1.650735015E9,0.0,0,0,0,0,0
1.650665638E9,0.0,0,0,0,0,0
1.650596135E9,0.0,0,0,0,0,0
1.650522047E9,0.0,0,0,0,0,0
1.650442654E9,0.0,0,0,0,0,0
1.650361071E9,0.0,0,0,0,0,0
1.650274683E9,0.0,0,0,0,0,0
1.650183923E9,0.0,0,0,0,0,0
1.650089533E9,0.0,0,0,0,0,0
1.649988804E9,0.0,0,0,0,0,0
1.649890087E9,0.0,0,0,0,0,0
1.649788067E9,0.0,0,0,0,0,0
1.649679468E9,0.0,0,0,0,0,0
1.649568039E9,0.0,0,0,0,0,0
1.649455666E9,0.0,0,0,0,0,0
1.649338295E9,0.0,0,0,0,0,0
1.649214142E9,0.0,0,0,0,0,0
1.649090709E9,0.0,0,0,0,0,0
1.648960231E9,0.0,0,0,0,0,0
1.648830554E9,0.0,0,0,0,0,0
1.648692018E9,0.0,0,0,0,0,0
1.648554944E9,0.0,0,0,0,0,0
1.64840802E9,0.0,0,0,0,0,0
1.648261986E9,0.0,0,0,0,0,0
1.648113041E9,0.0,0,0,0,0,0
1.647960227E9,0.0,0,0,0,0,0
1.647799084E9,0.0,0,0,0,0,0
1.647635435E9,0.0,0,0,0,0,0
1.647466627E9,0.0,0,0,0,0,0
1.64729789E9,0.0,0,0,0,0,0
1.647127316E9,0.0,0,0,0,0,0
1.646948651E9,0.0,0,0,0,0,0
1.646765623E9,0.0,0,0,0,0,0
1.646585363E9,0.0,0,0,0,0,0
1.646401044E9,0.0,0,0,0,0,0
1.646212409E9,0.0,0,0,0,0,0
1.646017531E9,0.0,0,0,0,0,0
1.645817434E9,0.0,0,0,0,0,0
1.645617258E9,0.0,0,0,0,0,0
1.645412877E9,0.0,0,0,0,0,0
1.645206311E9,0.0,0,0,0,0,0
1.644996046E9,0.0,0,0,0,0,0
1.644779173E9,0.0,0,0,0,0,0
1.644561292E9,0.0,0,0,0,0,0
1.644337822E9,0.0,0,0,0,0,0
1.644108864E9,0.0,0,0,0,0,0
1.643876681E9,0.0,0,0,0,0,0
1.643643293E9,0.0,0,0,0,0,0
1.643404768E9,0.0,0,0,0,0,0
1.643161111E9,0.0,0,0,0,0,0
1.642916636E9,0.0,0,0,0,0,0
1.642666805E9,0.0,0,0,0,0,0
1.642415672E9,0.0,0,0,0,0,0
1.642163043E9,0.0,0,0,0,0,0
1.641903242E9,0.0,0,0,0,0,0
1.641639321E9,0.0,0,0,0,0,0
1.641376412E9,0.0,0,0,0,0,0
1.641109786E9,0.0,0,0,0,0,0
1.640838464E9,0.0,0,0,0,0,0
1.640561772E9,0.0,0,0,0,0,0
1.640280973E9,0.0,0,0,0,0,0
1.639998506E9,0.0,0,0,0,0,0
1.63970744E9,0.0,0,0,0,0,0
1.639413652E9,0.0,0,0,0,0,0
1.639116857E9,0.0,0,0,0,0,0
1.638816489E9,0.0,0,0,0,0,0
1.638513311E9,0.0,0,0,0,0,0
1.63820754E9,0.0,0,0,0,0,0
1.637897801E9,0.0,0,0,0,0,0
1.637583364E9,0.0,0,0,0,0,0
1.637267605E9,0.0,0,0,0,0,0
1.636945342E9,0.0,0,0,0,0,0
1.636621265E9,0.0,0,0,0,0,0
1.636295984E9,0.0,0,0,0,0,0
1.635966815E9,0.0,0,0,0,0,0
1.635628549E9,0.0,0,0,0,0,0
1.635292337E9,0.0,0,0,0,0,0
1.634949801E9,0.0,0,0,0,0,0
1.634606732E9,0.0,0,0,0,0,0
1.634258107E9,0.0,0,0,0,0,0
1.633902692E9,0.0,0,0,0,0,0
1651343736,5.01,0,0,0,0,0
1.651345059E9,0.0,0,0,0,0,0
1.651339677E9,0.0,0,0,0,0,0
1.651335001E9,0.0,0,0,0,0,0
1.651327788E9,0.0,0,0,0,0,0
1.65131087E9,0.0,0,0,0,0,0
1.65129296E9,0.0,0,0,0,0,0
1.651270575E9,0.0,0,0,0,0,0
1.651244249E9,0.0,0,0,0,0,0
1.651216601E9,0.0,0,0,0,0,0
1.651185899E9,0.0,0,0,0,0,0
1.651147217E9,0.0,0,0,0,0,0
1.651105609E9,0.0,0,0,0,0,0
1.651060082E9,0.0,0,0,0,0,0
1.65101587E9,0.0,0,0,0,0,0
1.650967054E9,0.0,0,0,0,0,0
1.650915243E9,0.0,0,0,0,0,0
1.650858566E9,0.0,0,0,0,0,0
1.650797029E9,0.0,0,0,0,0,0
1.650728914E9,0.0,0,0,0,0,0
1.650661689E9,0.0,0,0,0,0,0
1.650591716E9,0.0,0,0,0,0,0
1.65051696E9,0.0,0,0,0,0,0
1.650440197E9,0.0,0,0,0,0,0
1.65035877E9,0.0,0,0,0,0,0
1.650270184E9,0.0,0,0,0,0,0
1.650181962E9,0.0,0,0,0,0,0
1.650085592E9,0.0,0,0,0,0,0
1.649991964E9,0.0,0,0,0,0,0
1.649887638E9,0.0,0,0,0,0,0
1.649784386E9,0.0,0,0,0,0,0
1.649675274E9,0.0,0,0,0,0,0
1.649560086E9,0.0,0,0,0,0,0
1.649441555E9,0.0,0,0,0,0,0
1.649322243E9,0.0,0,0,0,0,0
1.649200997E9,0.0,0,0,0,0,0
1.649073063E9,0.0,0,0,0,0,0
1.648944825E9,0.0,0,0,0,0,0
1.648814617E9,0.0,0,0,0,0,0
1.648676926E9,0.0,0,0,0,0,0
1.64853622E9,0.0,0,0,0,0,0
1.648389606E9,0.0,0,0,0,0,0
1.648238528E9,0.0,0,0,0,0,0
1.648084726E9,0.0,0,0,0,0,0
1.647930202E9,0.0,0,0,0,0,0
1.64777116E9,0.0,0,0,0,0,0
1.647610034E9,0.0,0,0,0,0,0
1.647446088E9,0.0,0,0,0,0,0
1.647277725E9,0.0,0,0,0,0,0
1.647106501E9,0.0,0,0,0,0,0
1.646931242E9,0.0,0,0,0,0,0
1.646749005E9,0.0,0,0,0,0,0
1.646566058E9,0.0,0,0,0,0,0
1.646376915E9,0.0,0,0,0,0,0
1.646183313E9,0.0,0,0,0,0,0
1.645989112E9,0.0,0,0,0,0,0
1.645790589E9,0.0,0,0,0,0,0
1.645590095E9,0.0,0,0,0,0,0
1.645384434E9,0.0,0,0,0,0,0
1.645177944E9,0.0,0,0,0,0,0
1.6449682E9,0.0,0,0,0,0,0
1.644753446E9,0.0,0,0,0,0,0
1.644532789E9,0.0,0,0,0,0,0
1.644307527E9,0.0,0,0,0,0,0
1.644082471E9,0.0,0,0,0,0,0
1.643852971E9,0.0,0,0,0,0,0
1.643622419E9,0.0,0,0,0,0,0
1.643382972E9,0.0,0,0,0,0,0
1.64314238E9,0.0,0,0,0,0,0
1.642898563E9,0.0,0,0,0,0,0
1.642652179E9,0.0,0,0,0,0,0
1.642403654E9,0.0,0,0,0,0,0
1.642149439E9,0.0,0,0,0,0,0
1.641888855E9,0.0,0,0,0,0,0
1.641628684E9,0.0,0,0,0,0,0
1.641359538E9,0.0,0,0,0,0,0
1.641086818E9,0.0,0,0,0,0,0
1.640813651E9,0.0,0,0,0,0,0
1.64053319E9,0.0,0,0,0,0,0
1.64025497E9,0.0,0,0,0,0,0
1.639974094E9,0.0,0,0,0,0,0
1.639685687E9,0.0,0,0,0,0,0
1.639396454E9,0.0,0,0,0,0,0
1.639103424E9,0.0,0,0,0,0,0
1.638806082E9,0.0,0,0,0,0,0
1.638500231E9,0.0,0,0,0,0,0
1.638196019E9,0.0,0,0,0,0,0
1.637889076E9,0.0,0,0,0,0,0
1.637574567E9,0.0,0,0,0,0,0
1.637256362E9,0.0,0,0,0,0,0
1.636936754E9,0.0,0,0,0,0,0
1.636614017E9,0.0,0,0,0,0,0
1.636287724E9,0.0,0,0,0,0,0
1.635955418E9,0.0,0,0,0,0,0
1.635619463E9,0.0,0,0,0,0,0
1.635284492E9,0.0,0,0,0,0,0
1.634945206E9,0.0,0,0,0,0,0
1.634598293E9,0.0,0,0,0,0,0
1.634248168E9,0.0,0,0,0,0,0
1.633894216E9,0.0,0,0,0,0,0
1651343742,3.44,0,0,0,0,0
1.651345514E9,0.0,0,0,0,0,0
1.651343673E9,0.0,0,0,0,0,0
1.651336428E9,0.0,0,0,0,0,0
1.651324576E9,0.0,0,0,0,0,0
1.651307441E9,0.0,0,0,0,0,0
1.651288476E9,0.0,0,0,0,0,0
1.651263784E9,0.0,0,0,0,0,0
1.651236713E9,0.0,0,0,0,0,0
1.65120457E9,0.0,0,0,0,0,0
1.651171407E9,0.0,0,0,0,0,0
1.651134667E9,0.0,0,0,0,0,0
1.651094607E9,0.0,0,0,0,0,0
1.651053862E9,0.0,0,0,0,0,0
1.651005755E9,0.0,0,0,0,0,0
1.650952286E9,0.0,0,0,0,0,0
1.650896055E9,0.0,0,0,0,0,0
1.650841182E9,0.0,0,0,0,0,0
1.650781631E9,0.0,0,0,0,0,0
1.650717226E9,0.0,0,0,0,0,0
1.650647718E9,0.0,0,0,0,0,0
1.650572586E9,0.0,0,0,0,0,0
1.650497569E9,0.0,0,0,0,0,0
1.650415534E9,0.0,0,0,0,0,0
1.650331473E9,0.0,0,0,0,0,0
1.650242234E9,0.0,0,0,0,0,0
1.650153712E9,0.0,0,0,0,0,0
1.650060443E9,0.0,0,0,0,0,0
1.649964716E9,0.0,0,0,0,0,0
1.649865678E9,0.0,0,0,0,0,0
1.649761442E9,0.0,0,0,0,0,0
1.649653175E9,0.0,0,0,0,0,0
1.649541482E9,0.0,0,0,0,0,0
1.649422829E9,0.0,0,0,0,0,0
1.649303523E9,0.0,0,0,0,0,0
1.649180426E9,0.0,0,0,0,0,0
1.649056078E9,0.0,0,0,0,0,0
1.648929419E9,0.0,0,0,0,0,0
1.648796024E9,0.0,0,0,0,0,0
1.648660607E9,0.0,0,0,0,0,0
1.648522249E9,0.0,0,0,0,0,0
1.648381415E9,0.0,0,0,0,0,0
1.648237005E9,0.0,0,0,0,0,0
1.648083638E9,0.0,0,0,0,0,0
1.647929935E9,0.0,0,0,0,0,0
1.647772286E9,0.0,0,0,0,0,0
1.647609798E9,0.0,0,0,0,0,0
1.647445011E9,0.0,0,0,0,0,0
1.647275952E9,0.0,0,0,0,0,0
1.64710055E9,0.0,0,0,0,0,0
1.646923213E9,0.0,0,0,0,0,0
1.646743419E9,0.0,0,0,0,0,0
1.646558765E9,0.0,0,0,0,0,0
1.646369857E9,0.0,0,0,0,0,0
1.64617615E9,0.0,0,0,0,0,0
1.64598172E9,0.0,0,0,0,0,0
1.645781366E9,0.0,0,0,0,0,0
1.645581564E9,0.0,0,0,0,0,0
1.645379098E9,0.0,0,0,0,0,0
1.645171289E9,0.0,0,0,0,0,0
1.64495678E9,0.0,0,0,0,0,0
1.644741059E9,0.0,0,0,0,0,0
1.644523964E9,0.0,0,0,0,0,0
1.64430187E9,0.0,0,0,0,0,0
1.644072926E9,0.0,0,0,0,0,0
1.64384236E9,0.0,0,0,0,0,0
1.643608708E9,0.0,0,0,0,0,0
1.643369116E9,0.0,0,0,0,0,0
1.643130315E9,0.0,0,0,0,0,0
1.642888477E9,0.0,0,0,0,0,0
1.642636628E9,0.0,0,0,0,0,0
1.642383643E9,0.0,0,0,0,0,0
1.642126417E9,0.0,0,0,0,0,0
1.641869788E9,0.0,0,0,0,0,0
1.641609361E9,0.0,0,0,0,0,0
1.64134618E9,0.0,0,0,0,0,0
1.641078205E9,0.0,0,0,0,0,0
1.640806861E9,0.0,0,0,0,0,0
1.640530125E9,0.0,0,0,0,0,0
1.640252025E9,0.0,0,0,0,0,0
1.639965933E9,0.0,0,0,0,0,0
1.639676339E9,0.0,0,0,0,0,0
1.6393828E9,0.0,0,0,0,0,0
1.639085981E9,0.0,0,0,0,0,0
1.638784976E9,0.0,0,0,0,0,0
1.638485357E9,0.0,0,0,0,0,0
1.638178727E9,0.0,0,0,0,0,0
1.637870884E9,0.0,0,0,0,0,0
1.637557296E9,0.0,0,0,0,0,0
1.63724234E9,0.0,0,0,0,0,0
1.636922025E9,0.0,0,0,0,0,0
1.636598136E9,0.0,0,0,0,0,0
1.636270745E9,0.0,0,0,0,0,0
1.635937965E9,0.0,0,0,0,0,0
1.635605986E9,0.0,0,0,0,0,0
1.635267861E9,0.0,0,0,0,0,0
1.634923941E9,0.0,0,0,0,0,0
1.634575543E9,0.0,0,0,0,0,0
1.63422492E9,0.0,0,0,0,0,0
1.633875597E9,0.0,0,0,0,0,0
1651343747,6.92,0,0,0,0,0
1.65134573E9,12.92,0,0,0,0,0
1.651339843E9,16.92,0,0,0,0,0
1.651334213E9,9.920000000000002,0,0,0,0,0
1.65132651E9,4.920000000000002,0,0,0,0,0
1.651312715E9,4.920000000000002,0,0,0,0,0
1.651298151E9,11.920000000000002,0,0,0,0,0
1.651274441E9,13.920000000000002,0,0,0,0,0
1.651248712E9,4.920000000000002,0,0,0,0,0
1.651222264E9,5.920000000000002,0,0,0,0,0
1.651189241E9,14.920000000000002,0,0,0,0,0
1.651153485E9,10.920000000000002,0,0,0,0,0
1.651114813E9,16.92,0,0,0,0,0
1.65106877E9,25.92,0,0,0,0,0
1.651024336E9,18.92,0,0,0,0,0
1.650976078E9,21.92,0,0,0,0,0
1.650919791E9,22.92,0,0,0,0,0
1.650861273E9,31.92,0,0,0,0,0
1.650799479E9,22.92,0,0,0,0,0
1.650737048E9,23.92,0,0,0,0,0
1.650668107E9,17.92,0,0,0,0,0
1.650594208E9,25.92,0,0,0,0,0
1.65051583E9,17.92,0,0,0,0,0
1.650438449E9,14.920000000000002,0,0,0,0,0
1.65035229E9,9.920000000000002,0,0,0,0,0
1.650269019E9,12.920000000000002,0,0,0,0,0
1.650182261E9,21.92,0,0,0,0,0
1.650089369E9,30.92,0,0,0,0,0
1.649990285E9,31.92,0,0,0,0,0
1.649886019E9,25.92,0,0,0,0,0
1.649779307E9,16.92,0,0,0,0,0
1.649670397E9,12.920000000000002,0,0,0,0,0
1.649555277E9,18.92,0,0,0,0,0
1.649443061E9,12.920000000000002,0,0,0,0,0
1.64932627E9,5.920000000000002,0,0,0,0,0
1.649201269E9,7.920000000000002,0,0,0,0,0
1.649072236E9,0.9200000000000017,0,0,0,0,0
1.64893981E9,0.0,0,0,0,0,0
1.648806519E9,0.0,0,0,0,0,0
1.648667719E9,0.0,0,0,0,0,0
1.648525962E9,0.0,0,0,0,0,0
1.648382204E9,0.0,0,0,0,0,0
1.648231498E9,0.0,0,0,0,0,0
1.648078816E9,0.0,0,0,0,0,0
1.647921246E9,0.0,0,0,0,0,0
1.647760651E9,0.0,0,0,0,0,0
1.647596461E9,0.0,0,0,0,0,0
1.647427867E9,0.0,0,0,0,0,0
1.647257558E9,0.0,0,0,0,0,0
1.647082392E9,0.0,0,0,0,0,0
1.646906307E9,0.0,0,0,0,0,0
1.64672451E9,0.0,0,0,0,0,0
1.646543322E9,0.0,0,0,0,0,0
1.646355137E9,0.0,0,0,0,0,0
1.646163889E9,0.0,0,0,0,0,0
1.645971162E9,0.0,0,0,0,0,0
1.645772694E9,0.0,0,0,0,0,0
1.645568536E9,0.0,0,0,0,0,0
1.645366092E9,0.0,0,0,0,0,0
1.645160734E9,0.0,0,0,0,0,0
1.644951715E9,0.0,0,0,0,0,0
1.644738019E9,0.0,0,0,0,0,0
1.644518599E9,0.0,0,0,0,0,0
1.64429597E9,0.0,0,0,0,0,0
1.644071948E9,0.0,0,0,0,0,0
1.643840602E9,0.0,0,0,0,0,0
1.643609701E9,0.0,0,0,0,0,0
1.643372154E9,0.0,0,0,0,0,0
1.643130133E9,0.0,0,0,0,0,0
1.642886184E9,0.0,0,0,0,0,0
1.642636344E9,0.0,0,0,0,0,0
1.642385702E9,0.0,0,0,0,0,0
1.642132924E9,0.0,0,0,0,0,0
1.641871373E9,0.0,0,0,0,0,0
1.641606306E9,0.0,0,0,0,0,0
1.641340226E9,0.0,0,0,0,0,0
1.641071076E9,0.0,0,0,0,0,0
1.640796349E9,0.0,0,0,0,0,0
1.64052058E9,0.0,0,0,0,0,0
1.640239811E9,0.0,0,0,0,0,0
1.639955863E9,0.0,0,0,0,0,0
1.639668381E9,0.0,0,0,0,0,0
1.639373184E9,0.0,0,0,0,0,0
1.639075837E9,0.0,0,0,0,0,0
1.638773849E9,0.0,0,0,0,0,0
1.638471976E9,0.0,0,0,0,0,0
1.638163589E9,0.0,0,0,0,0,0
1.637855869E9,0.0,0,0,0,0,0
1.63754362E9,0.0,0,0,0,0,0
1.637230315E9,0.0,0,0,0,0,0
1.636908755E9,0.0,0,0,0,0,0
1.636587067E9,0.0,0,0,0,0,0
1.636257879E9,0.0,0,0,0,0,0
1.63592903E9,0.0,0,0,0,0,0
1.635595289E9,0.0,0,0,0,0,0
1.635254349E9,0.0,0,0,0,0,0
1.63491451E9,0.0,0,0,0,0,0
1.634566719E9,0.0,0,0,0,0,0
1.6342166E9,0.0,0,0,0,0,0
1.633865604E9,0.0,0,0,0,0,0
1651343753,8.8,0,0,0,0,0
1.651341189E9,1.8000000000000007,0,0,0,0,0
1.651336365E9,0.0,0,0,0,0,0
1.65132777E9,0.0,0,0,0,0,0
1.651315312E9,0.0,0,0,0,0,0
1.65129921E9,0.0,0,0,0,0,0
1.651279193E9,0.0,0,0,0,0,0
1.651254109E9,0.0,0,0,0,0,0
1.651228996E9,0.0,0,0,0,0,0
1.651200018E9,0.0,0,0,0,0,0
1.651166245E9,0.0,0,0,0,0,0
1.651130667E9,0.0,0,0,0,0,0
1.651091164E9,0.0,0,0,0,0,0
1.651049249E9,0.0,0,0,0,0,0
1.651000885E9,0.0,0,0,0,0,0
1.650947885E9,0.0,0,0,0,0,0
1.650890563E9,0.0,0,0,0,0,0
1.650832271E9,0.0,0,0,0,0,0
1.650769868E9,0.0,0,0,0,0,0
1.650703272E9,0.0,0,0,0,0,0
1.650633073E9,0.0,0,0,0,0,0
1.650563979E9,0.0,0,0,0,0,0
1.650485069E9,0.0,0,0,0,0,0
1.650405947E9,0.0,0,0,0,0,0
1.650322655E9,0.0,0,0,0,0,0
1.650234784E9,0.0,0,0,0,0,0
1.650144808E9,0.0,0,0,0,0,0
1.650047952E9,0.0,0,0,0,0,0
